queue_id,entity_type,current_internal_entity,current_internal_label,external_record,external_label,source_system,match_score,reason,conflict_notes,suggested_action,decision
organisation-0973,organisation,organisation:firebird-software,Firebird Software,assertion:wikipedia:list-of-zx-spectrum-games:demons-revenge:publisher-as-printed:firebird-software,Firebird Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0974,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:denizen:developer-as-printed:michael-blanke-arno-p-gitz,"Michael Blanke , Arno P. Gitz",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0975,organisation,organisation:players-software,Players Software,assertion:wikipedia:list-of-zx-spectrum-games:denizen:publisher-as-printed:players-software,Players Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0976,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:desert-rats-the-north-africa-campaign:developer-as-printed:robert-t-smith,Robert T. Smith,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0977,organisation,organisation:cases-computer-simulations,Cases Computer Simulations,assertion:wikipedia:list-of-zx-spectrum-games:desert-rats-the-north-africa-campaign:publisher-as-printed:cases-computer-simulations,Cases Computer Simulations,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0978,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:desolator:developer-as-printed:source-software-ross-harris-dave-semmens,"Source Software (Ross Harris, Dave Semmens)",wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0979,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:desolator:licensed-from-as-printed:alpha-denshi-sega,Alpha Denshi / Sega,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0980,organisation,organisation:u-s-gold,U.S. Gold,assertion:wikipedia:list-of-zx-spectrum-games:desolator:publisher-as-printed:u-s-gold,U.S. Gold,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0981,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:desperado-2:developer-as-printed:cinto-ventura-jaume-altimira-gamart-lords-of-the-sounds-angel-martinez,"Cinto Ventura , Jaume Altimira , Gamart , Lords of the Sounds (Angel Martinez)",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0982,organisation,organisation:topo-soft,Topo Soft,assertion:wikipedia:list-of-zx-spectrum-games:desperado-2:publisher-as-printed:topo-soft,Topo Soft,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0983,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:destiny-mission:developer-as-printed:tiny-williams-martin-holland,"Tiny Williams, Martin Holland",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0984,organisation,organisation:williams-technology,Williams Technology,assertion:wikipedia:list-of-zx-spectrum-games:destiny-mission:publisher-as-printed:williams-technology,Williams Technology,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0985,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:deus-ex-machina:developer-as-printed:mel-croucher-andrew-stagg,"Mel Croucher , Andrew Stagg",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0986,organisation,organisation:automata-uk,Automata UK,assertion:wikipedia:list-of-zx-spectrum-games:deus-ex-machina:publisher-as-printed:automata-uk,Automata UK,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0987,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:devastating-blow:developer-as-printed:jim-scott,Jim Scott,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0988,organisation,organisation:beyond-belief,Beyond Belief,assertion:wikipedia:list-of-zx-spectrum-games:devastating-blow:publisher-as-printed:beyond-belief,Beyond Belief,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0989,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:deviants:developer-as-printed:colin-swinbourne-andrew-severn-martin-severn,"Colin Swinbourne , Andrew Severn , Martin Severn",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0990,organisation,organisation:players-software,Players Software,assertion:wikipedia:list-of-zx-spectrum-games:deviants:publisher-as-printed:players-software,Players Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0991,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:di-lithium-lift:developer-as-printed:simon-cobb,Simon Cobb,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0992,organisation,organisation:hewson-consultants,Hewson Consultants,assertion:wikipedia:list-of-zx-spectrum-games:di-lithium-lift:publisher-as-printed:hewson-consultants,Hewson Consultants,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0993,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:diamond:developer-as-printed:john-bigelow-patti-rose-casanova,"John Bigelow, Patti Rose Casanova",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0994,organisation,organisation:destiny-software,Destiny Software,assertion:wikipedia:list-of-zx-spectrum-games:diamond:publisher-as-printed:destiny-software,Destiny Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0995,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dick-tracy:developer-as-printed:herve-trisson,Herve Trisson,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0996,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dick-tracy:licensed-from-as-printed:touchstone-pictures,Touchstone Pictures,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0997,organisation,organisation:titus-software,Titus Software,assertion:wikipedia:list-of-zx-spectrum-games:dick-tracy:publisher-as-printed:titus-software,Titus Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0998,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dictator-ru:developer-as-printed:don-priestley,Don Priestley,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0999,organisation,organisation:dktronics,DK'tronics,assertion:wikipedia:list-of-zx-spectrum-games:dictator-ru:publisher-as-printed:dktronics,DK'Tronics,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1000,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:die-alien-slime:developer-as-printed:mongee-boswell,Mongee Boswell,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1001,organisation,organisation:mastertronic-plus,Mastertronic Plus,assertion:wikipedia:list-of-zx-spectrum-games:die-alien-slime:publisher-as-printed:mastertronic-plus,Mastertronic Plus,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1002,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dimension-destructors:developer-as-printed:jon-ritman,Jon Ritman,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1003,organisation,organisation:artic-computing,Artic Computing,assertion:wikipedia:list-of-zx-spectrum-games:dimension-destructors:publisher-as-printed:artic-computing,Artic Computing,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1004,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dimension-omega:developer-as-printed:antonio-freixanet-pepe-samba-alberto-sampler,"Antonio Freixanet, Pepe Samba, Alberto Sampler",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1005,organisation,organisation:positive,Positive,assertion:wikipedia:list-of-zx-spectrum-games:dimension-omega:publisher-as-printed:positive,Positive,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1006,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dirk-track-racer:developer-as-printed:moose-michael-a-sanderson,"Moose, Michael A. Sanderson",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1007,organisation,organisation:zeppelin-games,Zeppelin Games,assertion:wikipedia:list-of-zx-spectrum-games:dirk-track-racer:publisher-as-printed:zeppelin-games,Zeppelin Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1008,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-3-and-a-half-into-magicland:developer-as-printed:big-red-software-the-oliver-twins,"Big Red Software , The Oliver Twins",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1009,organisation,organisation:code-masters,Code Masters,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-3-and-a-half-into-magicland:publisher-as-printed:codemasters,Codemasters,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1010,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-down-the-rapids:developer-as-printed:paul-griffiths-michael-a-sanderson-allister-brimble,"Paul Griffiths, Michael A. Sanderson, Allister Brimble",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1011,organisation,organisation:code-masters,Code Masters,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-down-the-rapids:publisher-as-printed:codemasters,Codemasters,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1012,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-panic:developer-as-printed:big-red-software-the-oliver-twins-peter-j-ranson-chris-graham,"Big Red Software ( The Oliver Twins , Peter J. Ranson , Chris Graham )",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1013,organisation,organisation:code-masters,Code Masters,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-panic:publisher-as-printed:codemasters,Codemasters,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1014,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-prince-of-the-yolkfolk:developer-as-printed:big-red-software-jon-cartwright-peter-j-ranson-chris-graham-allister-brimble,"Big Red Software , Jon Cartwright , Peter J. Ranson , Chris Graham , Allister Brimble",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1015,organisation,organisation:code-masters,Code Masters,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-prince-of-the-yolkfolk:publisher-as-printed:codemasters,Codemasters,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1016,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-the-ultimate-cartoon-adventure:developer-as-printed:oliver-twins-jon-paul-eldridge,"Oliver Twins , Jon Paul Eldridge",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1017,organisation,organisation:code-masters,Code Masters,assertion:wikipedia:list-of-zx-spectrum-games:dizzy-the-ultimate-cartoon-adventure:publisher-as-printed:codemasters,Codemasters,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1018,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dj-puffs-volcanic-caper:developer-as-printed:brian-beuken-allister-brimble-michael-a-sanderson,"Brian Beuken , Allister Brimble , Michael A. Sanderson",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1019,organisation,organisation:code-masters,Code Masters,assertion:wikipedia:list-of-zx-spectrum-games:dj-puffs-volcanic-caper:publisher-as-printed:codemasters,Codemasters,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1020,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:do-not-pass-go:developer-as-printed:c-c-wilton-davies,C.C. Wilton-Davies,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1021,organisation,organisation:work-force,Work Force,assertion:wikipedia:list-of-zx-spectrum-games:do-not-pass-go:publisher-as-printed:work-force,Work Force,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-1022,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:doc-the-destroyer:developer-as-printed:beam-software,Beam Software,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1023,organisation,organisation:melbourne-house,Melbourne House,assertion:wikipedia:list-of-zx-spectrum-games:doc-the-destroyer:publisher-as-printed:melbourne-house,Melbourne House,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1024,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dominator:developer-as-printed:mark-cale,Mark Cale,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1025,organisation,organisation:system-3,System 3,assertion:wikipedia:list-of-zx-spectrum-games:dominator:publisher-as-printed:system-3,System 3,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1026,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:don-quijote:developer-as-printed:jorge-blecua-javier-cubedo,"Jorge Blecua , Javier Cubedo",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1027,organisation,organisation:dinamic-software,Dinamic Software,assertion:wikipedia:list-of-zx-spectrum-games:don-quijote:publisher-as-printed:dinamic-software,Dinamic Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1028,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:donalds-alphabet-chase:developer-as-printed:westwood-associates,Westwood Associates,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1029,organisation,organisation:disney-software,Disney Software,assertion:wikipedia:list-of-zx-spectrum-games:donalds-alphabet-chase:publisher-as-printed:disney-software,Disney Software,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-1030,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:donkey-kong:developer-as-printed:sentient-software-john-mullins-clive-paul-t-fagelman,"Sentient Software (John Mullins, Clive Paul, T. Fagelman)",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1031,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:donkey-kong:licensed-from-as-printed:nintendo,Nintendo,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1032,organisation,organisation:ocean-software,Ocean Software,assertion:wikipedia:list-of-zx-spectrum-games:donkey-kong:publisher-as-printed:ocean-software,Ocean Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1033,organisation,organisation:various,various ...,assertion:wikipedia:list-of-zx-spectrum-games:dont-buy-this:developer-as-printed:various,Various,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1034,organisation,organisation:firebird-software,Firebird Software,assertion:wikipedia:list-of-zx-spectrum-games:dont-buy-this:publisher-as-printed:firebird-software,Firebird Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1035,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:doomdarks-revenge:developer-as-printed:mike-singleton,Mike Singleton,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1036,organisation,organisation:beyond-software,Beyond Software,assertion:wikipedia:list-of-zx-spectrum-games:doomdarks-revenge:publisher-as-printed:beyond-software,Beyond Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1037,organisation,organisation:fantasy-software,Fantasy Software,assertion:wikipedia:list-of-zx-spectrum-games:doomsday-castle:publisher-as-printed:fantasy-software,Fantasy Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1038,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:double-dare:developer-as-printed:bizarre-developments-richard-stevenson-paul-bellamy-mike-lister,"Bizarre Developments (Richard Stevenson, Paul Bellamy , Mike Lister )",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1039,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:double-dare:licensed-from-as-printed:mtv-viacom-bbc,MTV / Viacom / BBC,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1040,organisation,organisation:alternative-software,Alternative Software,assertion:wikipedia:list-of-zx-spectrum-games:double-dare:publisher-as-printed:alternative-software,Alternative Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1041,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:double-dragon-3-the-rosetta-stone:developer-as-printed:sales-curve-tom-prosser-shaun-g-mcclure-andy-taylor,"Sales Curve (Tom Prosser, Shaun G. McClure, Andy Taylor)",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1042,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:double-dragon-3-the-rosetta-stone:licensed-from-as-printed:american-technos,American Technos,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1043,organisation,organisation:storm-software,Storm Software,assertion:wikipedia:list-of-zx-spectrum-games:double-dragon-3-the-rosetta-stone:publisher-as-printed:storm-software,Storm Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1044,organisation,organisation:binary-design,Binary Design,assertion:wikipedia:list-of-zx-spectrum-games:double-dragon-ii-the-revenge:developer-as-printed:binary-design,Binary Design,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1045,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:double-dragon-ii-the-revenge:licensed-from-as-printed:american-technos,American Technos,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1046,organisation,organisation:virgin-mastertronic,Virgin Mastertronic,assertion:wikipedia:list-of-zx-spectrum-games:double-dragon-ii-the-revenge:publisher-as-printed:virgin-mastertronic,Virgin Mastertronic,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1047,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:double-dragon:developer-as-printed:binary-design-david-leitch,Binary Design (David Leitch),wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1048,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:double-dragon:licensed-from-as-printed:taito-american-technos,Taito / American Technos,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1049,organisation,organisation:melbourne-house,Melbourne House,assertion:wikipedia:list-of-zx-spectrum-games:double-dragon:publisher-as-printed:melbourne-house,Melbourne House,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1050,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:downtown:developer-as-printed:the-shaw-brothers,The Shaw Brothers,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1051,organisation,organisation:atlantis-software,Atlantis Software,assertion:wikipedia:list-of-zx-spectrum-games:downtown:publisher-as-printed:atlantis-software,Atlantis Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1052,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:draconus:developer-as-printed:spike-michael-owens,"Spike, Michael Owens",wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1053,organisation,organisation:zeppelin-games,Zeppelin Games,assertion:wikipedia:list-of-zx-spectrum-games:draconus:publisher-as-printed:zeppelin-games,Zeppelin Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1054,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dracula:developer-as-printed:rod-pike-ian-ellery,"Rod Pike , Ian Ellery",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1055,organisation,organisation:crl-group,CRL Group,assertion:wikipedia:list-of-zx-spectrum-games:dracula:publisher-as-printed:crl-group,CRL Group,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1056,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragon-breed:developer-as-printed:bob-pape-nick-cook,"Bob Pape , Nick Cook",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1057,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragon-breed:licensed-from-as-printed:irem,Irem,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1058,organisation,organisation:activision,Activision,assertion:wikipedia:list-of-zx-spectrum-games:dragon-breed:publisher-as-printed:activision,Activision,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1059,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragon-spirit:developer-as-printed:consult-software-paul-johnson-christian-urquhart-a-j-madden,"Consult Software ( Paul Johnson , Christian Urquhart , A.J. Madden )",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1060,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragon-spirit:licensed-from-as-printed:tengen-namco,Tengen / Namco,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1061,organisation,organisation:domark,Domark,assertion:wikipedia:list-of-zx-spectrum-games:dragon-spirit:publisher-as-printed:domark,Domark,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1062,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragonia:developer-as-printed:peter-karboulonis-george-karboulonis-chris-pearson-stephen-logue,"Peter Karboulonis , George Karboulonis , Chris Pearson, Stephen Logue",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1063,organisation,organisation:astros-productions,Astros Productions,assertion:wikipedia:list-of-zx-spectrum-games:dragonia:publisher-as-printed:astros-productions,Astros Productions,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-1064,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragonninja:developer-as-printed:paul-owens-mark-r-jones-bill-harbison-jonathan-dunn,"Paul Owens , Mark R. Jones, Bill Harbison, Jonathan Dunn",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1065,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragonninja:licensed-from-as-printed:data-east,Data East,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1066,organisation,organisation:imagine-software,Imagine Software,assertion:wikipedia:list-of-zx-spectrum-games:dragonninja:publisher-as-printed:imagine-software,Imagine Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1067,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragons-lair-ii-escape-from-singes-castle:developer-as-printed:andy-walker-rob-hubbard,"Andy Walker , Rob Hubbard",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1068,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragons-lair-ii-escape-from-singes-castle:licensed-from-as-printed:magicom-cinematronics,Magicom / Cinematronics,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1069,organisation,organisation:software-projects,Software Projects,assertion:wikipedia:list-of-zx-spectrum-games:dragons-lair-ii-escape-from-singes-castle:publisher-as-printed:software-projects,Software Projects,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1070,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragons-lair:developer-as-printed:paul-hodgson-andy-walker,"Paul Hodgson , Andy Walker",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1071,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragons-lair:licensed-from-as-printed:magicom-cinematronics,Magicom / Cinematronics,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-1072,organisation,organisation:software-projects,Software Projects,assertion:wikipedia:list-of-zx-spectrum-games:dragons-lair:publisher-as-printed:software-projects,Software Projects,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1073,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragons-of-flame:developer-as-printed:john-may,John May,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1074,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:dragons-of-flame:licensed-from-as-printed:ssi-tsr,SSI / TSR,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1075,organisation,organisation:u-s-gold,U.S. Gold,assertion:wikipedia:list-of-zx-spectrum-games:dragons-of-flame:publisher-as-printed:u-s-gold,U.S. Gold,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1076,organisation,organisation:steve-turner,Steve Turner,assertion:wikipedia:list-of-zx-spectrum-games:dragontorc:developer-as-printed:steve-turner,Steve Turner,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1077,organisation,organisation:hewson-consultants,Hewson Consultants,assertion:wikipedia:list-of-zx-spectrum-games:dragontorc:publisher-as-printed:hewson-consultants,Hewson Consultants,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1078,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:drakkar:developer-as-printed:diabolic-software-carlos-doral-perez-mario-de-luis-garcia-max,"Diabolic Software (Carlos Doral Perez, Mario de Luis Garcia, Max)",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1079,organisation,organisation:delta-software,Delta Software,assertion:wikipedia:list-of-zx-spectrum-games:drakkar:publisher-as-printed:delta-software,Delta Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-1080,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:drazen-petrovic-basket:developer-as-printed:eugenio-barahona-marciel-roberto-uriel-herrera-gominolas,"Eugenio Barahona Marciel, Roberto Uriel Herrera, Gominolas",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-1081,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:drazen-petrovic-basket:licensed-from-as-printed:dra-en-petrovi,Dražen Petrović,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
