queue_id,entity_type,current_internal_entity,current_internal_label,external_record,external_label,source_system,match_score,reason,conflict_notes,suggested_action,decision
organisation-0001,organisation,organisation:double-density,Double Density,assertion:wikipedia:list-of-commodore-64-games-a-m:another-world-1990:publisher-as-printed:double-density,Double Density,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0002,organisation,organisation:cp-verlag,CP Verlag,assertion:wikipedia:list-of-commodore-64-games-a-m:another-world-1991:publisher-as-printed:cp-verlag,CP Verlag,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0003,organisation,organisation:x-ample,X-Ample,assertion:wikipedia:list-of-commodore-64-games-a-m:another-world-1992:publisher-as-printed:x-ample,X-Ample,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0004,organisation,organisation:also-known-as-pang,also known as Pang,assertion:wikipedia:list-of-commodore-64-games-a-m:buster-bros:publisher-as-printed:also-known-as-pang,also known as Pang,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0005,organisation,organisation:also-known-as-rushn-attack,also known as Rush'n Attack,assertion:wikipedia:list-of-commodore-64-games-a-m:green-beret:publisher-as-printed:also-known-as-rushn-attack,also known as Rush'n Attack,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0006,organisation,organisation:world-karate-champ,World Karate Champ,assertion:wikipedia:list-of-commodore-64-games-a-m:international-karate:publisher-as-printed:world-karate-champ,World Karate Champ,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0007,organisation,organisation:1986,1986,assertion:wikipedia:list-of-commodore-64-games-a-m:judge-dredd:publisher-as-printed:1986,1986,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0008,organisation,,,assertion:wikipedia:list-of-commodore-64-games-a-m:judge-dredd:publisher-as-printed:1991,1991,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0009,organisation,organisation:1983,1983,assertion:wikipedia:list-of-commodore-64-games-a-m:kick-off:publisher-as-printed:1983,1983,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0010,organisation,,,assertion:wikipedia:list-of-commodore-64-games-a-m:kick-off:publisher-as-printed:1989,1989,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0011,organisation,organisation:1983,1983,assertion:wikipedia:list-of-commodore-64-games-a-m:moneybags:publisher-as-printed:1983,1983,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0012,organisation,organisation:1984,1984,assertion:wikipedia:list-of-commodore-64-games-a-m:monkey-magic:publisher-as-printed:1984,1984,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0013,organisation,organisation:also-known-as-buster-bros,also known as Buster Bros.,assertion:wikipedia:list-of-commodore-64-games-n-z:pang:publisher-as-printed:also-known-as-buster-bros,also known as Buster Bros.,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0014,organisation,organisation:also-known-as-green-beret,also known as Green Beret,assertion:wikipedia:list-of-commodore-64-games-n-z:rushn-attack:publisher-as-printed:also-known-as-green-beret,also known as Green Beret,wikipedia,0.95,normalised exact label match,,review-existing-match,unresolved
organisation-0015,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:10th-frame:developer-as-printed:john-prince-donald-campbell,"John Prince , Donald Campbell",wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0016,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:10th-frame:licensed-from-as-printed:access-software,Access Software,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0017,organisation,organisation:u-s-gold,U.S. Gold,assertion:wikipedia:list-of-zx-spectrum-games:10th-frame:publisher-as-printed:u-s-gold,U.S. Gold,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0018,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:180:developer-as-printed:ste-pickford-david-whittaker,"Ste Pickford , David Whittaker",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0019,organisation,organisation:mastertronic-added-dimension,Mastertronic Added Dimension,assertion:wikipedia:list-of-zx-spectrum-games:180:publisher-as-printed:mastertronic-added-dimension,Mastertronic Added Dimension,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0020,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:19-part-one-boot-camp:developer-as-printed:paul-laidlaw-tony-warriner-sean-conran-damon-redmond,"Paul Laidlaw , Tony Warriner , Sean Conran , Damon Redmond",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0021,organisation,organisation:cascade-games,Cascade Games,assertion:wikipedia:list-of-zx-spectrum-games:19-part-one-boot-camp:publisher-as-printed:cascade-games,Cascade Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0022,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:1942:developer-as-printed:dominic-wood,Dominic Wood,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0023,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:1942:licensed-from-as-printed:capcom,Capcom,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0024,organisation,organisation:elite-systems,Elite Systems,assertion:wikipedia:list-of-zx-spectrum-games:1942:publisher-as-printed:elite-systems,Elite Systems,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0025,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:1943-the-battle-of-midway:licensed-from-as-printed:capcom,Capcom,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0026,organisation,organisation:go,Go!,assertion:wikipedia:list-of-zx-spectrum-games:1943-the-battle-of-midway:publisher-as-printed:go,Go!,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0027,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:1999:developer-as-printed:ice-cool-coders-chris-pile-balor-knight-stephen-corry,"Ice Cool Coders (Chris Pile, Balor Knight, Stephen Corry)",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0028,organisation,organisation:summit-software,Summit Software,assertion:wikipedia:list-of-zx-spectrum-games:1999:publisher-as-printed:summit-software,Summit Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0029,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:1st-division-manager:developer-as-printed:nick-thompson-michael-a-sanderson-lyndon-sharp,"Nick Thompson, Michael A. Sanderson, Lyndon Sharp",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0030,organisation,organisation:code-masters,Code Masters,assertion:wikipedia:list-of-zx-spectrum-games:1st-division-manager:publisher-as-printed:codemasters,Codemasters,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0031,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:2-player-soccer-squard:developer-as-printed:jay-parnell-shaun-mcclure,"Jay Parnell, Shaun McClure",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0032,organisation,organisation:cult-games,Cult Games,assertion:wikipedia:list-of-zx-spectrum-games:2-player-soccer-squard:publisher-as-printed:cult-games,Cult Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0033,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:2088:developer-as-printed:ian-beynon-michael-owens,"Ian Beynon, Michael Owens",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0034,organisation,organisation:zeppelin-games,Zeppelin Games,assertion:wikipedia:list-of-zx-spectrum-games:2088:publisher-as-printed:zeppelin-games,Zeppelin Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0035,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:3-d-monster-chase:developer-as-printed:dave-noonan,Dave Noonan,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0036,organisation,organisation:romik-software,Romik Software,assertion:wikipedia:list-of-zx-spectrum-games:3-d-monster-chase:publisher-as-printed:romik-software,Romik Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0037,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:3d-construction-kit:developer-as-printed:kevin-parker-sean-ellis-ian-andrew-chris-andrew-paul-gregory-eugene-messina,"Kevin Parker , Sean Ellis, Ian Andrew , Chris Andrew , Paul Gregory , Eugene Messina",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0038,organisation,organisation:domark,Domark,assertion:wikipedia:list-of-zx-spectrum-games:3d-construction-kit:publisher-as-printed:domark,Domark,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0039,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:3d-grand-prix:developer-as-printed:ace-software-alan-p-cresswell-tink-cognito-software,"Ace Software (Alan P. Cresswell), Tink, Cognito Software",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0040,organisation,organisation:zeppelin-games,Zeppelin Games,assertion:wikipedia:list-of-zx-spectrum-games:3d-grand-prix:publisher-as-printed:zeppelin-games,Zeppelin Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0041,organisation,organisation:steve-turner,Steve Turner,assertion:wikipedia:list-of-zx-spectrum-games:3d-seiddab-attack:developer-as-printed:steve-turner,Steve Turner,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0042,organisation,organisation:hewson-consultants,Hewson Consultants,assertion:wikipedia:list-of-zx-spectrum-games:3d-seiddab-attack:publisher-as-printed:hewson-consultants,Hewson Consultants,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0043,organisation,organisation:steve-turner,Steve Turner,assertion:wikipedia:list-of-zx-spectrum-games:3d-space-wars:developer-as-printed:steve-turner,Steve Turner,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0044,organisation,organisation:hewson-consultants,Hewson Consultants,assertion:wikipedia:list-of-zx-spectrum-games:3d-space-wars:publisher-as-printed:hewson-consultants,Hewson Consultants,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0045,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:3d-tanx:developer-as-printed:don-priestley,Don Priestley,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0046,organisation,organisation:dktronics,DK'tronics,assertion:wikipedia:list-of-zx-spectrum-games:3d-tanx:publisher-as-printed:dktronics,DK'Tronics,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0047,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:3d-tunnel:developer-as-printed:malcolm-evans,Malcolm Evans,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0048,organisation,organisation:new-generation-software,New Generation Software,assertion:wikipedia:list-of-zx-spectrum-games:3d-tunnel:publisher-as-printed:new-generation-software,New Generation Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0049,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:3dc:developer-as-printed:fatman-dobbin-neil-strudwick,"Fatman, Dobbin, Neil Strudwick",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0050,organisation,organisation:hit-pak,Hit-Pak,assertion:wikipedia:list-of-zx-spectrum-games:3dc:publisher-as-printed:hit-pak,Hit-Pak,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0051,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:4-soccer-simulators:developer-as-printed:supersonic-software-ltd-peter-williamson-sean-conran-adrian-ludley-david-whittaker,"Supersonic Software Ltd ( Peter Williamson , Sean Conran , Adrian Ludley , David Whittaker )",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0052,organisation,organisation:code-masters,Code Masters,assertion:wikipedia:list-of-zx-spectrum-games:4-soccer-simulators:publisher-as-printed:codemasters,Codemasters,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0053,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:4x4-off-road-racing:developer-as-printed:steve-marsden-david-cooke,"Steve Marsden , David Cooke",wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0054,organisation,organisation:epyx,Epyx,assertion:wikipedia:list-of-zx-spectrum-games:4x4-off-road-racing:licensed-from-as-printed:epyx,Epyx,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0055,organisation,organisation:u-s-gold,U.S. Gold,assertion:wikipedia:list-of-zx-spectrum-games:4x4-off-road-racing:publisher-as-printed:u-s-gold,U.S. Gold,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0056,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:720:developer-as-printed:john-prince-donald-campbell,"John Prince , Donald Campbell",wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0057,organisation,organisation:atari-games,Atari Games,assertion:wikipedia:list-of-zx-spectrum-games:720:licensed-from-as-printed:atari-games,Atari Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0058,organisation,organisation:u-s-gold,U.S. Gold,assertion:wikipedia:list-of-zx-spectrum-games:720:publisher-as-printed:u-s-gold,U.S. Gold,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0059,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:750cc-grand-prix:developer-as-printed:lyndon-sharp-chris-graham-damon-redmond,"Lyndon Sharp , Chris Graham , Damon Redmond",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0060,organisation,organisation:code-masters,Code Masters,assertion:wikipedia:list-of-zx-spectrum-games:750cc-grand-prix:publisher-as-printed:codemasters,Codemasters,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0061,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:a-day-in-the-life:developer-as-printed:stephen-j-redman,Stephen J. Redman,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0062,organisation,organisation:micromega,Micromega,assertion:wikipedia:list-of-zx-spectrum-games:a-day-in-the-life:publisher-as-printed:micromega,Micromega,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0063,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:a-m-c-astro-marine-corps:developer-as-printed:creepsoft-pablo-ariza-molina-jose-antonio-martin-tello,"Creepsoft (Pablo Ariza Molina, Jose Antonio Martin Tello)",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0064,organisation,organisation:dinamic-software,Dinamic Software,assertion:wikipedia:list-of-zx-spectrum-games:a-m-c-astro-marine-corps:publisher-as-printed:dinamic-software,Dinamic Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0065,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:a-team-the:developer-as-printed:javier-fafula-alberto-herraiz-de-olmo-cesar-gimenez-miguel-angel-villas,"Javier Fafula, Alberto Herraiz de Olmo, Cesar Gimenez, Miguel Angel Villas",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0066,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:a-team-the:licensed-from-as-printed:nbc,NBC,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0067,organisation,organisation:zafiro-software-division,Zafiro Software Division,assertion:wikipedia:list-of-zx-spectrum-games:a-team-the:publisher-as-printed:zafiro-software-division,Zafiro Software Division,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0068,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:a-view-to-a-kill:licensed-from-as-printed:united-artists-eon-productions,United Artists / Eon Productions,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0069,organisation,organisation:domark,Domark,assertion:wikipedia:list-of-zx-spectrum-games:a-view-to-a-kill:publisher-as-printed:domark,Domark,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0070,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:aaargh:developer-as-printed:binary-design-ds-whelan-tom-green-ben-jackson,"Binary Design ( DS Whelan , Tom Green , Ben Jackson )",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0071,organisation,organisation:melbourne-house,Melbourne House,assertion:wikipedia:list-of-zx-spectrum-games:aaargh:publisher-as-printed:melbourne-house,Melbourne House,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0072,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:abracadabra:developer-as-printed:odisea-software,Odisea Software,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0073,organisation,organisation:proein-soft-line,Proein Soft Line,assertion:wikipedia:list-of-zx-spectrum-games:abracadabra:publisher-as-printed:proein-soft-line,Proein Soft Line,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0074,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:abyss:developer-as-printed:j-p-w-smith,J.P.W. Smith,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0075,organisation,organisation:cases-computer-simulations,Cases Computer Simulations,assertion:wikipedia:list-of-zx-spectrum-games:abyss:publisher-as-printed:cases-computer-simulations,Cases Computer Simulations,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0076,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:academy:developer-as-printed:pete-cooke-jon-law-jared-derrett,"Pete Cooke , Jon Law, Jared Derrett",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0077,organisation,organisation:crl-group,CRL Group,assertion:wikipedia:list-of-zx-spectrum-games:academy:publisher-as-printed:crl-group,CRL Group,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0078,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:ace-2088:developer-as-printed:andrew-tuley-john-cassells-damon-redmond-alan-z-jones-nigel-pritchard-sean-conran,"Andrew Tuley , John Cassells , Damon Redmond , Alan Z. Jones , Nigel Pritchard , Sean Conran",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0079,organisation,organisation:cascade-games,Cascade Games,assertion:wikipedia:list-of-zx-spectrum-games:ace-2088:publisher-as-printed:cascade-games,Cascade Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0080,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:ace-2:developer-as-printed:comtec-keith-jackson-mark-fisher-paul-laidlaw-damon-redmond-john-cassells,"ComTec (Keith Jackson, Mark Fisher, Paul Laidlaw, Damon Redmond, John Cassells)",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0081,organisation,organisation:cascade-games,Cascade Games,assertion:wikipedia:list-of-zx-spectrum-games:ace-2:publisher-as-printed:cascade-games,Cascade Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0082,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:ace-of-aces:developer-as-printed:paragon-programming,Paragon Programming,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0083,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:ace-of-aces:licensed-from-as-printed:artech-digital-entertainment,Artech Digital Entertainment,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0084,organisation,organisation:u-s-gold,U.S. Gold,assertion:wikipedia:list-of-zx-spectrum-games:ace-of-aces:publisher-as-printed:u-s-gold,U.S. Gold,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0085,organisation,organisation:cascade-games,Cascade Games,assertion:wikipedia:list-of-zx-spectrum-games:ace:publisher-as-printed:cascade-games,Cascade Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0086,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:acrojet:developer-as-printed:f-william-j-r-denman-imre-kovats-laszlo-szenttornyai,"F. William, J.R. Denman, Imre Kovats, Laszlo Szenttornyai",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0087,organisation,organisation:u-s-gold,U.S. Gold,assertion:wikipedia:list-of-zx-spectrum-games:acrojet:publisher-as-printed:u-s-gold,U.S. Gold,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0088,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:action-biker:developer-as-printed:mj-child,MJ Child,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0089,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:action-biker:licensed-from-as-printed:kp-skips,KP Skips,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0090,organisation,organisation:mastertronic,Mastertronic,assertion:wikipedia:list-of-zx-spectrum-games:action-biker:publisher-as-printed:mastertronic,Mastertronic,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0091,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:action-fighter:developer-as-printed:core-design-ben-daglish,"CORE Design , Ben Daglish",wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0092,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:action-fighter:licensed-from-as-printed:sega,Sega,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0093,organisation,organisation:firebird-software,Firebird Software,assertion:wikipedia:list-of-zx-spectrum-games:action-fighter:publisher-as-printed:firebird-software,Firebird Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0094,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:action-force-ii:developer-as-printed:gang-of-five-andy-green-martin-wheeler,"Gang of Five (Andy Green, Martin Wheeler)",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0095,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:action-force-ii:licensed-from-as-printed:milton-bradley-company,Milton Bradley Company,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0096,organisation,organisation:virgin-games,Virgin Games,assertion:wikipedia:list-of-zx-spectrum-games:action-force-ii:publisher-as-printed:virgin-games,Virgin Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0097,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:action-force:developer-as-printed:gang-of-five,Gang of Five,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0098,organisation,organisation:virgin-games,Virgin Games,assertion:wikipedia:list-of-zx-spectrum-games:action-force:publisher-as-printed:virgin-games,Virgin Games,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0099,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:addams-family-the:developer-as-printed:andrew-p-deakin-ivan-horn-jonathan-dunn,"Andrew P. Deakin , Ivan Horn , Jonathan Dunn",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0100,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:addams-family-the:licensed-from-as-printed:paramount-pictures,Paramount Pictures,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0101,organisation,organisation:ocean-software,Ocean Software,assertion:wikipedia:list-of-zx-spectrum-games:addams-family-the:publisher-as-printed:ocean-software,Ocean Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0102,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:adidas-championship-football:developer-as-printed:david-spicer-jason-brashill-matthew-cannon,"David Spicer, Jason Brashill, Matthew Cannon",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0103,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:adidas-championship-football:licensed-from-as-printed:adidas,Adidas,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0104,organisation,organisation:ocean-software,Ocean Software,assertion:wikipedia:list-of-zx-spectrum-games:adidas-championship-football:publisher-as-printed:ocean-software,Ocean Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0105,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:adidas-championship-tie-break:developer-as-printed:probe-software-antony-r-lill-sound-images,"Probe Software (Antony R. Lill, Sound Images)",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0106,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:adidas-championship-tie-break:licensed-from-as-printed:adidas,Adidas,wikipedia,0.00,no canonical exact match,duplicate external label; queue each row and do not merge automatically,review-new-candidate,unresolved
organisation-0107,organisation,organisation:ocean-software,Ocean Software,assertion:wikipedia:list-of-zx-spectrum-games:adidas-championship-tie-break:publisher-as-printed:ocean-software,Ocean Software,wikipedia,0.95,normalised exact label match,duplicate external label; queue each row and do not merge automatically,review-existing-match,unresolved
organisation-0108,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:advanced-dungeons-and-dragons-heroes-of-the-lance:developer-as-printed:teoman-irmak-matt-ellis-antony-m-scott-graham-lilley-a-bridgeman,"Teoman Irmak , Matt Ellis , Antony M. Scott , Graham Lilley , A Bridgeman",wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
organisation-0109,organisation,,,assertion:wikipedia:list-of-zx-spectrum-games:advanced-dungeons-and-dragons-heroes-of-the-lance:licensed-from-as-printed:ssi,SSI,wikipedia,0.00,no canonical exact match,,review-new-candidate,unresolved
