Issue_ID,Severity,Status,Entity,Source,Notes
issue:ttfn:annual83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:annual84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:annual85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:annual86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:apr-jul84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:apr83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:apr84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:apr85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:apr86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:aug-nov84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:aug83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:aug84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:aug85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:aug86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:dec83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:dec84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:dec85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:dec86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:feb83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:feb84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:feb85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:feb86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:feb87,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jan83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jan84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jan85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jan86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jan87,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jul83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jul84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jul85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jun-jul86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jun83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jun84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:jun85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:mar83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:mar84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:mar85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:mar86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:mar87,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:may83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:may84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:may85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:may86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:nov82,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:nov83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:nov84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:nov85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:nov86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:oct82,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:oct83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:oct84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:oct85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:sep82,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:sep83,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:sep84,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:sep85,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:ttfn:sep86,Review,Open,publication:ttfn,http://www.users.globalnet.co.uk/~jg27paw4/type-ins/sincuser/su_names.htm,Issue-level bibliographic metadata only.
issue:zzap64:001,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:002,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:003,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:004,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:005,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:006,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:007,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:008,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:009,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:010,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:011,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:013,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:014,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:015,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:017,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:018,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:019,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:020,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:021,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:023,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:024,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:026,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:027,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:028,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:029,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:030,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:031,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:032,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:033,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:034,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:039,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:040,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:041,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:043,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:051,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:052,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:053,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:061,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:079,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
issue:zzap64:107,Review,Open,publication:zzap64,https://www.zzap64.co.uk/,Issue-level bibliographic metadata only.
