Record_ID,Title,Platform,Source system,Source URL,Evidence status,Review status,Notes
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:agent-orange,Agent Orange,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:agent-usa,Agent USA,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:agent-x,Agent X,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:agent-x-ii-the-mad-profs-back,Agent X II: The Mad Prof's Back,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:ah-diddums,Ah Diddums,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:aiginas-prophecy,Aigina's Prophecy,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:air-support,Air Support,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:airborne-ranger,Airborne Ranger,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:airwolf,Airwolf,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:airwolf-ii,Airwolf II,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:alcazar-the-forgotten-fortress,Alcazar: The Forgotten Fortress,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:alice-in-videoland,Alice in Videoland,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
source-item:wikipedia-platform-lists:list-of-commodore-64-games-a-m:alice-in-wonderland,Alice in Wonderland,Commodore 64,Wikipedia,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,Title-only seed,Auto-imported,"Metadata only; no binaries, images, scans or long text copied."
