assertion:wikipedia:list-of-zx-spectrum-games:kirel:title-seed:kirel,wikipedia,game,Kirel,title_seed,game,Kirel,ZX Spectrum,1986,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:kirel
assertion:wikipedia:list-of-zx-spectrum-games:klax:developer-as-printed:teque-software-development-mark-incley-mark-harrap-mark-potente-matt-furniss,wikipedia,game,Klax,developer_as_printed,organisation,"Teque Software Development (Mark Incley, Mark Harrap, Mark Potente, Matt Furniss)",ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:klax
assertion:wikipedia:list-of-zx-spectrum-games:klax:licensed-from-as-printed:tengen-atari-games,wikipedia,game,Klax,licensed_from_as_printed,organisation,Tengen / Atari Games,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:klax
assertion:wikipedia:list-of-zx-spectrum-games:klax:publisher-as-printed:domark,wikipedia,game,Klax,publisher_as_printed,organisation,Domark,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:klax
assertion:wikipedia:list-of-zx-spectrum-games:klax:release-date-as-printed:1990,wikipedia,game,Klax,release_date_as_printed,date,1990,ZX Spectrum,1990,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:klax
assertion:wikipedia:list-of-zx-spectrum-games:klax:title-seed:klax,wikipedia,game,Klax,title_seed,game,Klax,ZX Spectrum,1990,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:klax
assertion:wikipedia:list-of-zx-spectrum-games:kljuc-western-girl-17:publisher-as-printed:suzy-soft,wikipedia,game,Kljuc / Western Girl [ 17 ],publisher_as_printed,organisation,Suzy Soft,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:kljuc-western-girl-17
assertion:wikipedia:list-of-zx-spectrum-games:kljuc-western-girl-17:release-date-as-printed:1988,wikipedia,game,Kljuc / Western Girl [ 17 ],release_date_as_printed,date,1988,ZX Spectrum,1988,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:kljuc-western-girl-17
assertion:wikipedia:list-of-zx-spectrum-games:kljuc-western-girl-17:title-seed:kljuc-western-girl-17,wikipedia,game,Kljuc / Western Girl [ 17 ],title_seed,game,Kljuc / Western Girl [ 17 ],ZX Spectrum,1988,Title-only seed,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:kljuc-western-girl-17
assertion:wikipedia:list-of-zx-spectrum-games:knight-driver:developer-as-printed:simon-micro-soft-clive-brooker,wikipedia,game,Knight Driver,developer_as_printed,organisation,Simon Micro-Soft (Clive Brooker),ZX Spectrum,1984,Secondary database evidence,candidate,candidate,https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,CC BY-SA,True,Wikipedia-derived source assertion; do not promote without corroboration.,source-item:wikipedia-platform-lists:list-of-zx-spectrum-games:knight-driver
